TF-IDF_br,TF-IDF_coffee,TF-IDF_flavor,TF-IDF_good,TF-IDF_great,TF-IDF_like,TF-IDF_love,TF-IDF_one,TF-IDF_product,TF-IDF_taste,SentimentScore,HelpfulnessNumerator,HelpfulnessDenominator,Score,Topic_0,Topic_1,Topic_2
0,0,0,0,0,0.664390968,0,0.747385203,0,0,0.047083333,1,1,5,0.586735808,0.125190399,0.288073793
0,0,0,0,0,0,0,0,0,0,0.083333333,2,3,4,0.333333333,0.333333333,0.333333333
0,0,0.717052055,0,0.69701962,0,0,0,0,0,0.683333333,0,0,4,0.442201057,0.446616795,0.111182148
0,0,0,0.560733829,0,0,0,0,0.610442512,0.55940818,-0.02014652,1,9,2,0.338574565,0.085479457,0.575945978
0,0.369884321,0,0,0.294232524,0,0.881256382,0,0,0,0.261172161,1,1,5,0.711401665,0.232496229,0.056102106
0,0,0,0,1,0,0,0,0,0,0.09047619,0,0,5,0.66641047,0.166831542,0.166757988
0,0,0,0.87831242,0,0,0,0,0.478087118,0,0.358928571,0,0,5,0.345699952,0.086895466,0.567404582
0,0,0,0,0,0,0,0,0,0,0.255555556,0,0,5,0.333333333,0.333333333,0.333333333
0,0,0.383003652,0,0.372303598,0,0,0,0.768560956,0.352153788,0.215555556,2,2,5,0.554933442,0.236114082,0.208952476
0,0,0,0,0,0,0,0,0,0,-0.064583333,0,0,3,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,0,1,0,0,-0.305555556,0,0,1,0.656545319,0.172018752,0.171435929
0,0.520116392,0,0,0,0,0,0,0.854095392,0,0.052666667,0,0,4,0.583271418,0.33336619,0.083362392
0,1,0,0,0,0,0,0,0,0,-0.5,1,3,1,0.166666671,0.666666658,0.166666671
0.689833255,0.401057098,0,0.302478169,0.319029586,0.280979384,0,0,0,0.301763071,0.259047619,3,7,2,0.172251962,0.188190597,0.639557441
1,0,0,0,0,0,0,0,0,0,0.638888889,0,0,5,0.166696665,0.166717967,0.666585368
0,0,0,0.389145411,0,0.361486709,0,0,0.847285789,0,-0.073333333,2,2,1,0.554362611,0.070767715,0.374869674
0.743808852,0,0.471837653,0,0,0,0,0,0.473410626,0,0.522222222,1,1,2,0.291003084,0.291942891,0.417054025
0,0,0,0.87831242,0,0,0,0,0.478087118,0,0.266666667,0,0,5,0.345699952,0.086895466,0.567404582
0,0,0,0.381994978,0.402897506,0,0,0,0.831717161,0,0.5,1,1,5,0.704823643,0.069807044,0.225369313
0,0,0,0,0.588090583,0,0.587130401,0,0,0.556261951,0.48,1,1,5,0.571262085,0.084828025,0.343909889
0,0,0,0,0,0,0,0,1,0,0.127083333,2,2,5,0.666601677,0.16667014,0.166728183
0,0,0,0,0,0,0,0,1,0,0.066172957,4,5,3,0.777736848,0.111113299,0.111149854
0.797179575,0,0,0,0,0.216468762,0.24538165,0,0.50737939,0,0.08974359,6,8,5,0.430177735,0.04240215,0.527420115
0,0,0,0,0.707684267,0,0.706528824,0,0,0,0.325,1,1,5,0.776295096,0.11182432,0.111880584
0,0,0,0,0,0,0,0,1,0,0.043333333,1,1,5,0.666601677,0.16667014,0.166728183
1,0,0,0,0,0,0,0,0,0,0.077072927,0,0,1,0.111130004,0.111143419,0.777726576
0,0,1,0,0,0,0,0,0,0,0.192307692,0,0,4,0.166669266,0.666648725,0.166682009
0,0,0,0,0.695825957,0,0,0,0.718210441,0,0.362337662,0,0,4,0.777676743,0.111164024,0.111159234
0,0,0,1,0,0,0,0,0,0,0.086346154,0,0,4,0.168065212,0.174366659,0.657568128
0.456532202,0.530839819,0,0.400360591,0,0,0,0,0.435852292,0.399414085,-0.023776224,0,0,5,0.223660476,0.240978002,0.535361522
0,0,0,0,1,0,0,0,0,0,0.096153846,0,0,3,0.66641047,0.166831542,0.166757988
0,0,0,0,0,0,1,0,0,0,0.35,0,0,5,0.662090791,0.168819321,0.169089887
0,0,0,0.80950561,0,0,0.426203621,0,0,0.403795915,0.372916667,0,0,5,0.202857445,0.069501123,0.727641432
0,0,0,0,0,0.664390968,0,0.747385203,0,0,0.088111888,0,0,4,0.625340318,0.074300011,0.300359671
0,0,0,0,1,0,0,0,0,0,0.465,1,2,5,0.66641047,0.166831542,0.166757988
0,0,0,0,0,0,0,0,1,0,0.395833333,0,0,5,0.666601677,0.16667014,0.166728183
0,0,0.735332891,0.677706086,0,0,0,0,0,0,0.422727273,0,0,5,0.11208767,0.576337157,0.311575173
0,0,0,0.624444839,0,0,0,0.326261088,0.339900731,0.622968569,0.541666667,0,0,5,0.293453773,0.04934044,0.657205787
0,0,0,0,0,0,0,1,0,0,0.0625,0,0,5,0.656545319,0.172018752,0.171435929
0,0,0,0,0,0,0,1,0,0,0.261428571,0,0,5,0.656545319,0.172018752,0.171435929
0,0,0,0.379705369,0,0.352717622,0,0.396778319,0,0.757615389,0.35,0,1,1,0.079390706,0.059038136,0.861571158
0.334964492,0,0,0.146875271,0,0.409308116,0.618637072,0,0.479687001,0.293056077,0.271212121,3,4,5,0.488496167,0.021572098,0.489931735
0,0,0,0,0,0,0,0,1,0,0.071428571,1,3,5,0.666601677,0.16667014,0.166728183
0.883872386,0,0,0.258373647,0,0,0,0.269991077,0.2812783,0,0.029166667,1,4,3,0.289958798,0.048607807,0.661433395
0.610788478,0,0,0.535637212,0,0,0,0,0.583121096,0,0.192857143,0,4,3,0.338694009,0.084969811,0.57633618
0,0.290566863,0,0,0,0.203570261,0,0.228999803,0.238573349,0.874512375,0.071785714,13,13,5,0.22266146,0.174387697,0.602950843
0.710848107,0,0,0.623385529,0,0,0,0.325707617,0,0,0.201731602,6,6,5,0.075619236,0.058256756,0.866124008
0,0,0,0.69139215,0,0,0,0.722479684,0,0,0.469444444,7,8,5,0.387408642,0.119651712,0.492939646
0,0,0,0,0,0.532482707,0,0,0.624040967,0.571869774,0.533333333,6,7,3,0.376992407,0.086814943,0.53619265
0.553877777,0.32201494,0.263515676,0,0.512307567,0,0,0.507568943,0,0,0.533333333,3,3,5,0.44151525,0.281233785,0.277250965
0.840982026,0,0,0,0,0.228363024,0,0,0,0.490509491,-0.1,3,3,5,0.048006997,0.048330644,0.903662358
0,0.651710356,0,0.245760711,0,0.456586294,0,0.256811017,0,0.490359401,0.10375,3,3,5,0.043719386,0.378442685,0.577837929
0,0,0,0,0,0,0,0,0,1,0,5,6,3,0.166671847,0.168602997,0.664725156
0.932413678,0.361392768,0,0,0,0,0,0,0,0,-0.085576923,2,2,5,0.066677746,0.26704745,0.666274804
0,0,0,0,0,0,0,0,0,0,0.0875,2,2,4,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,0,0,0,1,0.11,1,1,5,0.166671847,0.168602997,0.664725156
0,0,0,0,0.726493055,0,0,0,0,0.687173807,0.273333333,1,1,5,0.443179056,0.112516147,0.444304796
0,0,0,0,0,0.514225802,0.582908935,0,0.30132243,0.552262429,0.095,2,3,5,0.450972279,0.043530575,0.505497146
0,0,0,0.214389283,0,0.199151458,0.225751341,0.67208704,0,0.641647314,0.54,0,0,5,0.371777055,0.034973635,0.593249311
0,0,0,0.732664489,0,0.680589998,0,0,0,0,0.43,0,0,5,0.114627869,0.118291333,0.767080798
0,0,0,0.282511609,0,0.262431956,0,0,0.922668228,0,0.451666667,0,0,5,0.659816585,0.058913403,0.281270012
0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.666601677,0.16667014,0.166728183
0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,5,0.083334531,0.833325101,0.083340368
0,0,0,0,0,0.596217686,0,0.335347933,0.34936746,0.640319149,-0.195454545,1,5,1,0.337402434,0.050034777,0.612562788
0,0,0,0,0,0,0,1,0,0,0.230952381,0,0,4,0.656545319,0.172018752,0.171435929
0,0,0,0.69139215,0,0,0,0.722479684,0,0,0.566666667,0,0,5,0.387408642,0.119651712,0.492939646
0,0,0.746653896,0.172034971,0.181448617,0.4794225,0,0.179770296,0,0.343256515,0.116666667,3,3,5,0.151232646,0.476489498,0.372277856
0,0,0.717621054,0,0,0,0.69643379,0,0,0,0.233333333,2,2,5,0.412191238,0.475056508,0.112752254
0,0,0.329978688,0.608237625,0.641520009,0,0,0,0.331078744,0,0.686666667,1,1,5,0.500625995,0.241542107,0.257831898
0,0,0,0,0,0,0,0,0,0,0.15,0,0,1,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,0,0,1,0,0,1,3,1,0.666601677,0.16667014,0.166728183
0,0.84339508,0.230059538,0,0,0.19696001,0.22326719,0.221563814,0.230826492,0.211528891,0.2375,0,0,5,0.308517805,0.564447311,0.127034884
0,0.936958737,0,0,0,0,0.248035765,0.246143422,0,0,0.433333333,0,0,5,0.307332716,0.636011837,0.056655447
0.305181031,0.709707847,0.290388923,0.267631631,0,0.497219161,0,0,0,0,0.004166667,0,0,5,0.042642566,0.552335473,0.40502196
0,0,0,0,0,0,0.709809276,0.704393918,0,0,0.152083333,0,0,5,0.773237344,0.113421932,0.113340725
0.652335029,0,0.310358194,0.286035943,0,0.265705797,0,0,0,0.570719432,0.281944444,0,0,5,0.042040194,0.185139324,0.772820481
0.83710133,0,0,0,0.387137165,0,0.386505083,0,0,0,0.233333333,0,0,5,0.447357709,0.067097736,0.485544555
0,0,0,0,0,0.522820558,0.59265166,0,0.612717451,0,0.041666667,0,0,5,0.805305885,0.090015945,0.10467817
0,0,0,0,0,0,0,0,0,0,0.35,1,1,5,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,0,0,0,0,0,4,4,5,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,0,0,0,0,0.358333333,0,1,3,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,0,0,0,0,-0.068055556,1,4,3,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,0,0,0,0,0.227272727,5,19,1,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0.661545241,0.749905257,0,0,0,0.357142857,0,0,5,0.630362243,0.123868834,0.245768923
0,0.535710438,0,0,0,0,0,0.844401757,0,0,0.088988095,0,0,5,0.523449776,0.390963724,0.0855865
0,0,0,0,0,0,0,0,1,0,0.225,0,0,4,0.666601677,0.16667014,0.166728183
0.528098637,0.307027395,0,0.231560755,0,0.21510246,0,0.725917734,0,0,0.04702381,0,0,5,0.278268532,0.196500737,0.525230731
0,0,0,0.676485729,0,0,0,0,0.736455741,0,0.566666667,0,0,5,0.463097941,0.116208445,0.420693613
0,0.929200379,0,0,0.36957632,0,0,0,0,0,0.364285714,0,0,5,0.329764692,0.58685626,0.083379048
0,0,0,0,0,0,0,0,0,1,-0.5,0,0,1,0.166671847,0.168602997,0.664725156
0,0,0,0,0,0,0,0,1,0,0.417045455,0,1,5,0.666601677,0.16667014,0.166728183
0,1,0,0,0,0,0,0,0,0,0.459047619,1,1,5,0.111111114,0.777777772,0.111111114
0,0.782691699,0,0,0,0.548351425,0,0,0,0.294456141,-0.5,0,0,1,0.057280343,0.538954302,0.403765355
0,0,0,0,0,0,0,0,0.478960394,0.877836511,0.237142857,0,0,1,0.332072952,0.084246105,0.583680943
0,0,0,0,0,0,0,0,0,0,0.75,0,0,5,0.333333333,0.333333333,0.333333333
0,0,1,0,0,0,0,0,0,0,0.416666667,1,1,5,0.166669266,0.666648725,0.166682009
0,0,0.611091454,0,0.594019263,0.523171435,0,0,0,0,0.8,0,0,5,0.420258074,0.480469948,0.099271979
0,0,0,0,1,0,0,0,0,0,0.167045455,2,2,5,0.66641047,0.166831542,0.166757988
0,0,0,0,0,1,0,0,0,0,0.077083333,0,0,4,0.177501522,0.183052925,0.639445553
0,0,0,0,0.600578926,0.528948737,0.599598355,0,0,0,0.1375,0,0,5,0.805236556,0.090059275,0.104704169
0,0,0,0,0,0,0,0,1,0,-0.333333333,0,0,3,0.666601677,0.16667014,0.166728183
0,0,0,0,0.593279907,0.522520261,0,0,0.612365519,0,0.500757576,0,0,5,0.807323146,0.089527892,0.103148962
0,0,0,0,0,0,0.925431838,0.262391836,0.273361367,0,0.206388889,0,0,3,0.943758144,0.02811439,0.028127466
0,0,0,0,0,0.649096521,0,0,0.760706058,0,0.24375,0,0,3,0.665310319,0.123212945,0.211476736
0,0,0,0,0,0,0.407974362,0.809723594,0.421787414,0,0.340972222,0,0,4,0.864487279,0.06778883,0.067723891
0,0.589692062,0,0.444747086,0.469083369,0,0,0,0.48417362,0,0.375,1,1,5,0.491864246,0.349424728,0.158711026
0,0,0,0,0,0,0,0,0,0,1,1,1,5,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,0,0,1,0,0.0625,1,1,5,0.666601677,0.16667014,0.166728183
0,0,1,0,0,0,0,0,0,0,0.404166667,0,0,5,0.166669266,0.666648725,0.166682009
0,0,0,0.894849899,0,0,0,0,0,0.446367178,0.466666667,0,0,5,0.083758098,0.085899301,0.830342601
0,0,0,0,0.435958695,0,0,0,0.899966675,0,0.5,0,0,5,0.833273986,0.083359706,0.083366309
0,0,0,0,0,0,0,0,0,0,0.116666667,3,3,5,0.333333333,0.333333333,0.333333333
0,0,0,0,1,0,0,0,0,0,0.325,2,2,5,0.66641047,0.166831542,0.166757988
0,0,0,0,0,0,0,0.46394475,0,0.885864137,0.15,0,0,5,0.206933311,0.087089141,0.705977549
0.430702643,0,0.81965302,0.377709094,0,0,0,0,0,0,0.272959184,7,7,5,0.037160258,0.538718795,0.424120947
0,0,0,0,0.707684267,0,0.706528824,0,0,0,0.332,1,1,4,0.776295096,0.11182432,0.111880584
0,0,0,0,0,0,0.589008904,0.584515169,0,0.558041691,0.24125,0,0,4,0.545376839,0.086026132,0.36859703
0,0.79907114,0,0,0,0,0,0,0,0.601236488,0.433333333,3,5,5,0.111114594,0.471794353,0.417091054
0,1,0,0,0,0,0,0,0,0,0.338888889,2,4,5,0.083333336,0.833333329,0.083333335
0,1,0,0,0,0,0,0,0,0,-0.1,0,1,1,0.111111114,0.777777772,0.111111114
0,1,0,0,0,0,0,0,0,0,0.104166667,0,1,5,0.066666668,0.866666664,0.066666668
0,0,0,0,0,1,0,0,0,0,0.35,1,1,5,0.177501522,0.183052925,0.639445553
0,0,0,0,0,0,0,0,0,0,0.264583333,1,1,5,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,1,0,0,0,0.175,0,0,5,0.662090791,0.168819321,0.169089887
0,0,0,0,1,0,0,0,0,0,0.6,0,0,5,0.66641047,0.166831542,0.166757988
0,0,0.759638056,0,0,0.650346081,0,0,0,0,0.102777778,0,0,5,0.117582526,0.735512346,0.146905128
0,0.785401873,0,0,0,0,0,0.618986186,0,0,0.214285714,2,2,4,0.356892911,0.528731236,0.114375854
0.818674718,0.317308861,0,0.47863012,0,0,0,0,0,0,0.221785714,1,1,5,0.04776108,0.205348147,0.746890773
0.500720279,0.815108257,0.095290079,0,0,0,0,0.275313515,0,0,0.020378788,0,0,4,0.025219568,0.602044845,0.372735588
0,0.77389969,0.633308195,0,0,0,0,0,0,0,0.151190476,0,0,5,0.111111931,0.777772127,0.111115942
0,0.884578305,0,0,0,0.309866436,0,0.348574259,0,0,0.208333333,0,0,4,0.136307612,0.787130928,0.07656146
0,0.785401873,0,0,0,0,0,0.618986186,0,0,0.52,0,0,5,0.356892911,0.528731236,0.114375854
0,0,0,0,0,0,0,0,1,0,0.321428571,0,0,5,0.666601677,0.16667014,0.166728183
0,0,0,0,0.707684267,0,0.706528824,0,0,0,0.15,2,2,5,0.776295096,0.11182432,0.111880584
0,0,0.622288607,0.573520894,0,0.532757612,0,0,0,0,0.35,5,7,5,0.085863168,0.477133377,0.437003456
0.663030302,0,0,0,0.613267863,0,0,0,0.31649824,0.290038293,0.264166667,2,3,5,0.475132179,0.047823049,0.477044772
0,0,0,0,0.707684267,0,0.706528824,0,0,0,0.335,0,0,5,0.776295096,0.11182432,0.111880584
0.430702643,0,0.81965302,0.377709094,0,0,0,0,0,0,0.225925926,0,1,5,0.066897046,0.51847135,0.414631604
0,0,1,0,0,0,0,0,0,0,-0.121428571,1,3,3,0.166669266,0.666648725,0.166682009
0,0,0,0,0,0.681454331,0,0,0,0.731860639,-0.295833333,7,13,1,0.114096379,0.116131758,0.769771863
0,0,0,0,0,0,0,0,0,0,0.333333333,2,2,5,0.333333333,0.333333333,0.333333333
0.490956493,0,0.778599766,0.143516442,0,0.13331594,0,0.299938938,0.15623908,0,0.172950311,0,0,5,0.173623636,0.467919957,0.358456407
0,0,0,0,0,0,0,0,0,0,0,1,1,5,0.333333333,0.333333333,0.333333333
0.838053368,0,0,0,0.387577458,0,0,0.383992534,0,0,0.242291667,0,0,5,0.430697051,0.067587688,0.501715262
0,0,0,0,0.589637439,0,0,0.584183547,0,0.557725088,0.425,0,0,4,0.560303723,0.085482565,0.354213712
0.6411467,0,0,0.562260166,0,0.522297247,0,0,0,0,0.149122807,0,0,5,0.048543178,0.049425754,0.902031068
0,0,0,0,0,1,0,0,0,0,-0.233333333,0,0,5,0.177501522,0.183052925,0.639445553
0,0,0,0,0,0.87159085,0,0.490234015,0,0,0.24,0,0,4,0.34622846,0.092669372,0.561102168
0,0,0,0,0,0,0,0,0,0,0.242857143,1,1,2,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,0,0,0,0,0.45,1,1,5,0.333333333,0.333333333,0.333333333
0,0,0.457407331,0,0.889257293,0,0,0,0,0,0.2625,2,2,5,0.581775511,0.33484042,0.083384069
0,0,0,0,0,0,0,0,0,0,-0.8,0,0,1,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0.406163258,0,0.913800529,0,0,0.11,2,2,5,0.797775265,0.092173945,0.11005079
0,0,0,0.550682973,0.580816002,0,0,0,0.599500654,0,0.62,1,1,5,0.613795378,0.087237389,0.298967233
0,0,0,0,0.588090583,0,0.587130401,0,0,0.556261951,0.386772487,1,1,5,0.571262085,0.084828025,0.343909889
0,0,0,0,0.839893421,0.369860267,0,0,0,0.39721836,0.56,1,1,5,0.531993477,0.06927954,0.398726983
0,0,0.611091454,0,0.594019263,0.523171435,0,0,0,0,0.324107143,1,1,5,0.420258074,0.480469948,0.099271979
0,0,0,0,0,0.681454331,0,0,0,0.731860639,0.472222222,0,0,4,0.114096379,0.116131758,0.769771863
0,0,0,0,0,0,0.695239241,0,0.718778406,0,0.1625,1,4,3,0.776358087,0.111771253,0.11187066
0,0,0,0,0,0,0,0,0,0,0.176666667,1,4,1,0.333333333,0.333333333,0.333333333
0,0,0,0.448060815,0,0,0,0,0,0.89400308,-0.333333333,0,6,1,0.083544765,0.085022973,0.831432263
0,0,0,0.707943122,0,0,0,0,0,0.70626945,-0.045833333,0,0,1,0.111544122,0.113997756,0.774458122
0,0,0,1,0,0,0,0,0,0,0.6,1,1,5,0.111988287,0.11586215,0.772149563
0,0,0,0,0,0.540829102,0,0.608388264,0,0.580833541,0.2535,6,7,5,0.257014525,0.089307035,0.653678441
0,0,0.9753708,0,0,0.119291507,0,0.134193135,0,0.128115347,0.033246753,3,3,5,0.033572801,0.893659711,0.072767488
0,0.392210986,0.320959467,0.295806412,0.623985509,0.274781825,0,0,0.322029455,0.295107087,0.182692308,0,0,5,0.404693079,0.327158584,0.268148338
0,0,0.717621054,0,0,0,0.69643379,0,0,0,0.444444444,1,1,5,0.412191238,0.475056508,0.112752254
0,0,0,0.389145411,0,0.361486709,0,0,0.847285789,0,0.333333333,0,0,5,0.554362611,0.070767715,0.374869674
0,0,0,0.791585008,0,0,0,0.551451721,0,0.263237865,0.283712121,0,0,5,0.209889068,0.050600799,0.739510134
0,0,0,0,0,0,0.888330917,0,0.459203856,0,0.203125,0,0,5,0.831943925,0.083983292,0.084072783
0,0,0,0,0,0,0,0,1,0,0.466666667,0,0,5,0.777736848,0.111113299,0.111149854
0.72329892,0,0,0,0,0,0,0,0.690535062,0,-0.255555556,0,0,5,0.444019164,0.111147541,0.444833295
0,0,0,0,0,1,0,0,0,0,0.3,0,0,5,0.177501522,0.183052925,0.639445553
0,0,0,0.688031833,0.725680506,0,0,0,0,0,0.392261905,1,1,5,0.462579663,0.116339308,0.42108103
0,0,0,0.38771471,0,0.72031539,0.408262553,0.405147789,0,0,0.136130536,0,0,5,0.414112504,0.060192332,0.525695164
0,0,0,0,0,0,0,0.90245241,0,0.430789563,-0.103571429,0,0,1,0.530436099,0.086823003,0.382740898
0,0,0,0,0,0,0,0,0,0,0.3,0,0,5,0.333333333,0.333333333,0.333333333
1,0,0,0,0,0,0,0,0,0,-0.05,0,0,4,0.166696665,0.166717967,0.666585368
0,0,0.415076365,0,0.40348029,0.710715545,0,0.399748271,0,0,0.2825,0,0,5,0.526248958,0.399122331,0.074628711
0,0,0,1,0,0,0,0,0,0,0.228571429,0,0,5,0.168065212,0.174366659,0.657568128
0,0,0,0,0.750441233,0.66093718,0,0,0,0,-0.026388889,0,0,4,0.664797582,0.123326027,0.211876392
0,0,0.360107742,0,0.700094672,0.616595382,0,0,0,0,0.59,0,0,5,0.562107513,0.365283857,0.072608631
0.974746911,0,0,0,0,0,0,0.223312471,0,0,0.204079254,0,0,5,0.07451198,0.057221979,0.86826604
0,0,0.735332891,0.677706086,0,0,0,0,0,0,0.49,0,0,4,0.11208767,0.576337157,0.311575173
0,0,0.600093535,0.553065212,0,0,0,0.577933058,0,0,0.181150794,0,0,4,0.21980396,0.531947941,0.248248099
0,0,0,0,0,0.540829102,0,0.608388264,0,0.580833541,0.488888889,0,0,5,0.257014525,0.089307035,0.653678441
0,0,0.778182713,0,0.37822123,0.333111325,0,0.374722847,0,0,0.29,0,0,5,0.408480696,0.530393431,0.061125874
0,0,0.611091454,0,0.594019263,0.523171435,0,0,0,0,0.428571429,0,0,5,0.420258074,0.480469948,0.099271979
0,0,0.667520558,0.205069364,0.216290632,0,0.647812476,0.214290037,0,0,0.267997199,0,0,5,0.517490603,0.443058491,0.039450906
0,0,0,0,0,0.681454331,0,0,0,0.731860639,0.133333333,0,0,5,0.114096379,0.116131758,0.769771863
0.563883224,0,0.268275918,0,0,0,0.781065773,0,0,0,0.138888889,0,0,4,0.43610953,0.202463133,0.361427337
0,0,0,0.379244868,0,0.352289852,0.399343832,0,0,0.756696566,0.352380952,0,0,5,0.157941666,0.058052843,0.784005491
0,0,0.778182713,0,0.37822123,0.333111325,0,0.374722847,0,0,0.147619048,0,0,4,0.408480696,0.530393431,0.061125874
0,0,0.588568455,0,0.572125494,0,0.57119138,0,0,0,0.208730159,0,0,5,0.57195707,0.344133837,0.083909094
0.611478567,0,0.581840235,0.536242392,0,0,0,0,0,0,0.7,0,0,5,0.083644601,0.366581556,0.549773843
0,0,0,0,0,0,1,0,0,0,0.212121212,0,0,5,0.662090791,0.168819321,0.169089887
0,0,0.600093535,0.553065212,0,0,0,0.577933058,0,0,0.5,0,0,5,0.21980396,0.531947941,0.248248099
0,0,0.301811338,0,0,0.775165829,0,0,0,0.555002572,0.128125,0,0,4,0.049055182,0.247759718,0.7031851
0.586759104,0,0.744425232,0,0,0.318660991,0,0,0,0,0.01,0,0,3,0.033847192,0.502542513,0.463610295
0,0,0.899396043,0,0.437134713,0,0,0,0,0,0.365434565,0,0,5,0.329789378,0.586824407,0.083386216
0,0,0,0,0.589637439,0,0,0.584183547,0,0.557725088,0.575,0,0,4,0.560303723,0.085482565,0.354213712
0.541625287,0,0.51537274,0,0,0.441224132,0,0.496340864,0,0,0.035714286,0,0,5,0.139703452,0.376889485,0.483407063
0,0,0,0,0,0,0,0,0,0,0.375,0,0,5,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0,0.903727968,0,0,0.428107182,0.277777778,0,0,3,0.558265249,0.085296566,0.356438185
0.654192289,0,0.414989084,0,0.201697723,0.177641524,0,0,0,0.572344325,0.098689907,0,0,4,0.121017988,0.230806244,0.648175768
0,0,0.598222342,0.551340661,0.581509678,0,0,0,0,0,0.666666667,0,0,5,0.345803761,0.436363885,0.217832355
0.724445706,0,0.689331864,0,0,0,0,0,0,0,0.466666667,0,0,5,0.111133126,0.444927406,0.443939468
0,0,0,0,0,0.681454331,0,0,0,0.731860639,0.384285714,0,0,5,0.114096379,0.116131758,0.769771863
0.441590265,0,0,0.387257106,0,0,0,0.809339219,0,0,0.33952381,0,0,5,0.389046407,0.069959565,0.540994028
0.445315215,0,0.423730812,0,0.411892955,0.362767072,0.411220454,0,0,0.38960049,0.13155303,0,0,3,0.335441715,0.220448443,0.444109842
0,0,0,0,0,0,1,0,0,0,0.6,0,0,5,0.662090791,0.168819321,0.169089887
0,0,0.717621054,0,0,0,0.69643379,0,0,0,0.5,0,0,5,0.412191238,0.475056508,0.112752254
0,0,0.717052055,0,0.69701962,0,0,0,0,0,0.097569444,0,0,5,0.442201057,0.446616795,0.111182148
0,0,0,0,0,0.422063604,0,0,0,0.906566222,-0.233333333,0,0,5,0.084749211,0.08602504,0.829225749
0,0,0.73613168,0,0,0,0,0,0,0.676838348,0.193055556,0,0,5,0.111116176,0.471587812,0.417296012
0,0,0.717052055,0,0.69701962,0,0,0,0,0,0.336666667,0,0,5,0.442201057,0.446616795,0.111182148
0,0,0,0,0.707684267,0,0.706528824,0,0,0,0.231666667,0,0,5,0.776295096,0.11182432,0.111880584
0,0,0,0,0.707684267,0,0.706528824,0,0,0,0.17307423,0,0,5,0.776295096,0.11182432,0.111880584
0,0,0.689889071,0.635823622,0,0,0,0,0.346094483,0,0.307142857,0,0,4,0.231130434,0.517271002,0.251598564
0,0,0,1,0,0,0,0,0,0,0.111997526,0,0,4,0.168065212,0.174366659,0.657568128
0.658420787,0,0.626507169,0,0,0,0,0.30168564,0,0.288021891,0.122222222,0,0,5,0.058308925,0.398024397,0.543666678
0,0,1,0,0,0,0,0,0,0,0.209772727,0,0,5,0.166669266,0.666648725,0.166682009
0,0,0.600093535,0.553065212,0,0,0,0.577933058,0,0,0.330952381,0,0,5,0.21980396,0.531947941,0.248248099
0,0,0,0,0,0,0,0,0,0,0.5625,0,0,5,0.333333333,0.333333333,0.333333333
0.71385326,0,0.679252833,0,0,0,0,0,0.170379317,0,0.273481048,0,0,5,0.132306469,0.433962781,0.43373075
0.693583351,0,0.659965406,0,0.256611125,0,0,0,0.132433109,0,0.316833333,0,0,5,0.235556088,0.383071659,0.381372254
0,0,0,0,0,0,0,0,0,0,-0.144444444,0,0,5,0.333333333,0.333333333,0.333333333
0,0,1,0,0,0,0,0,0,0,0.05,0,0,5,0.166669266,0.666648725,0.166682009
0.495302229,0,0,0.868720727,0,0,0,0,0,0,0.375,0,0,4,0.083761809,0.08554674,0.830691451
0,0,0,1,0,0,0,0,0,0,0.4875,0,0,4,0.168065212,0.174366659,0.657568128
0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,4,0.333333333,0.333333333,0.333333333
0,0,0.922210469,0.283312794,0,0.263176197,0,0,0,0,0.290178571,0,0,4,0.057037079,0.862692307,0.080270614
0,0,0,0,0,0,0,0,0,0,0.21,0,0,5,0.333333333,0.333333333,0.333333333
0,0,0,0,0,0.269992751,0.918163888,0,0,0.289963771,0.5,0,0,5,0.600442017,0.058109381,0.341448602
0,0,0.717052055,0,0.69701962,0,0,0,0,0,0.244246032,0,0,5,0.442201057,0.446616795,0.111182148
0,0,0,0,0,0,0,0.723296584,0,0.690537509,0,0,0,5,0.367214581,0.116084565,0.516700854
0,0,0,1,0,0,0,0,0,0,0.35,0,0,4,0.168065212,0.174366659,0.657568128
0,0,0.495811858,0,0.722940387,0,0.481173357,0,0,0,0.513333333,0,0,5,0.657450575,0.300658313,0.041891112
0,0,0,0,0.707684267,0,0.706528824,0,0,0,0.252083333,0,0,5,0.776295096,0.11182432,0.111880584
0,0,0,0,0,0,1,0,0,0,0.25,0,0,5,0.662090791,0.168819321,0.169089887
0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,5,0.333333333,0.333333333,0.333333333
0,0,0,0,0,1,0,0,0,0,0.083333333,0,0,2,0.177501522,0.183052925,0.639445553
