Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,ProcessedText
136,B003OB0IB8,A2BZNXMV0LC7OE,Alanna,0,0,4,1333756800,"Tastes great, but is cheaper locally.","I love this flavor of ramen! I don't eat other flavors anymore because they taste too bland by comparison. For the convenience of having it delivered to my home (I have prime, so I get it in two days and don't have to pay for the shipping), the price on amazon isn't bad at all, but it is still cheaper to run down and pick up a case of this at the grocery store.",love flavor ramen dont eat flavor anymore taste bland comparison convenience delivered home prime get two day dont pay shipping price amazon isnt bad still cheaper run pick case grocery store
137,B002SRYRE8,A198FU6P1BVUNZ,Sarah,0,0,5,1349740800,Tastes awesome & looks beautiful,"The BEST investment I've ever made for ginger. It's unbelievable! It's fibrous like the real ginger, has that spicy kick to it, but it's perfect with the sugar - calms it down.  It's very worth the $40 for 5lbs of it!  I'll be getting more soon - I use these as a topper for my ginger cupcakes and cookies :)",best investment ive ever made ginger unbelievable fibrous like real ginger spicy kick perfect sugar calm worth lb ill getting soon use topper ginger cupcake cooky
138,B002SRYRE8,A21E0OJ4DSKXNA,Smileface,0,0,5,1342051200,Happy Face,Delicious. I cannot get Australian ginger where I live. This compares favorably to Australian Ginger I've purchased in other cities. Now I can enjoy it without traveling.,delicious cannot get australian ginger live compare favorably australian ginger ive purchased city enjoy without traveling
139,B002SRYRE8,A1FJJQA34W0F4K,"Gettin Real ""gettin real""",0,0,5,1329177600,Simply the BEST!,"I keep trying other brands.... cheaper brands. Stupid me! This ginger IS soooo worth the money. Tender, moist and never a let down.",keep trying brand cheaper brand stupid ginger soooo worth money tender moist never let
140,B002SRYRE8,A20PK3OCKRRSA5,Mrs. J. Todd,0,0,5,1268265600,Excellent Product/Life Saver,"My son has had acid reflux since birth and has been on every medication available with no improvement, Until an older gentleman came into his work place and told him about this product and I automatically ordered it for him. I was really not expecting any better results than the 1000 other things we have tried. What a surprise! He has not had any heartburn or symptoms since day 2 of starting eating one piece of this Ginger each morning. He can now eat anything and actually enjoy it. This product was a God send for him. Thank you all for it!",son acid reflux since birth every medication available improvement older gentleman came work place told product automatically ordered really expecting better result thing tried surprise heartburn symptom since day starting eating one piece ginger morning eat anything actually enjoy product god send thank
141,B001GVISJW,ARS5Q7LR6HWPG,"N. Pine ""pcone""",0,0,4,1314489600,Nice snack,I bought this for our office to give people something sweet to snack on.  Because it's bite size it's easier for people to grab a couple a pieces rather than an entire licorice stick. My only complaint is that one of the bags broke open in shipping.,bought office give people something sweet snack bite size easier people grab couple piece rather entire licorice stick complaint one bag broke open shipping
142,B001GVISJW,A2YIO225BTKVPU,"Angel_Boy ""Treat the people around you the wa...",0,0,4,1301788800,Good Licorice,Twizzlers brand licorice is much better than that other well known brand.<br />If you can get these for $2 to $2.50 a package with free s/h it's a good deal.<br />The black and cherry have good taste; but the strawberry taste was too delicate and barely there,twizzlers brand licorice much better well known brandbr get package free sh good dealbr black cherry good taste strawberry taste delicate barely
143,B001GVISJW,A1ROND7G1QTOFY,Karon Dixon,0,0,5,1285804800,I love these!!!!!!!!,"I love these.........very tasty!!!!!!!!!!!  Infact, I think I am addicted to them.<br />Buying them in packs of 6 bags - is very reasonable than going to Target and getting a bag.  Savings are about a $1.00 a bag.  I use subscribe and save on these and several other product.  I love subscribe and save!!!!!!!!!!!",love thesevery tasty infact think addicted thembr buying pack bag reasonable going target getting bag saving bag use subscribe save several product love subscribe save
144,B001GVISJW,A1Z54EM24Y40LL,c2,0,0,5,1269129600,Great for the kids!,"If you are looking for a less messy version of licorice for the children, then be sure to try these!  They're soft, easy to chew, and they don't get your hands all sticky and gross in the car, in the summer, at the beach, etc. We love all the flavos and sometimes mix these in with the chocolate to have a very nice snack! Great item, great price too, highly recommend!",looking le messy version licorice child sure try theyre soft easy chew dont get hand sticky gross car summer beach etc love flavos sometimes mix chocolate nice snack great item great price highly recommend
145,B001GVISJW,A281387UUS2IN5,Beantown Jim,0,1,3,1271548800,Bite sized,"I might be mistaken, but it appears that the pieces in this bag were reduced in size.  If they did do that, it was doubtlessly done to make it appear that the buyer got a better deal, having so many pieces after all.  The problem is that the pieces have to be a certain size in order to have enough flavor for your eating experience.  As it is, you have to use 2 or 3 pieces to match the old piece size;  it is not the same.",might mistaken appears piece bag reduced size doubtlessly done make appear buyer got better deal many piece problem piece certain size order enough flavor eating experience use piece match old piece size
146,B0017I8UME,A2NH6XPAZG881D,MarkD,2,2,5,1240012800,Sweet with a nice kick!,"Being a fan of Newman's Pineapple salsa for quite a while, I was looking for a comparable salsa.  This is one of the best tasting salsas I've ever had.  My daughters love it too.  They don't like super chunky salsa and the Berry Mango has a nice smooth texture with small mango pieces.  The salsa is not too sweet, just sweet enough and although it's mild, it has a nice little kick to it.  At this price, it's a steal!",fan newman pineapple salsa quite looking comparable salsa one best tasting salsa ive ever daughter love dont like super chunky salsa berry mango nice smooth texture small mango piece salsa sweet sweet enough although mild nice little kick price steal
147,B0017I8UME,AKX0RW482WAFD,Barbie,2,2,2,1224633600,BROKEN BOTTLE BOTTOMS!,"The SALSA smelled delicious, as I think it probably was - but, unfortunately, the person, at AMAZON, that is a packer (there is probably several) had very little ""stuffing"" to work with, especially on the bottoms.  Therefore, the bottoms were broken on all three bottles. As I reached for my computer; I was told NO RETURNS (cause it's a food item).  I then looked for a CUSTOMER SERVICE tag; and I found ""none"" on their NEW FACE LIFT.  THEY SEEM TO BE PROUD OF THEIR NEW FACE LIFT BUT...THEY SHOULD AT LEAST HAVE A PLACE TO CONTACT THEM IN EMERGENCIES!  LIKE: I BUY A LOT OF ""STUFF"" AND IT ALL COMES IN STYROFOAM BOXES.  NEVER WOULD I SHIP THINGS<br />ESPECIALLY SALSA - IN A CARDBOARD BOX WITH JUST A STRIPE OF LARGE BUBBLE WRAP ON IT.  NO MATTER HOW MUCH THE CARRIER (FED EX) IS CAREFUL, IT'S GOING TO BREAK SOMEWHERE ALONG THE LINE.  ESPECIALLY IN AN ALL GLASS CONTAINER!  BARBARA L. S.",salsa smelled delicious think probably unfortunately person amazon packer probably several little stuffing work especially bottom therefore bottom broken three bottle reached computer told return cause food item looked customer service tag found none new face lift seem proud new face lift butthey least place contact emergency like buy lot stuff come styrofoam box never would ship thingsbr especially salsa cardboard box stripe large bubble wrap matter much carrier fed ex careful going break somewhere along line especially glass container barbara l
148,B0017I8UME,ATBE88PKKQTRA,Matthew R Lehmkuhler,0,0,5,1344384000,Love the salsa!!,This is one of the best salsas that I have found in a long time but stay away from the variety pack. The other two that come with it are not worth your money.,one best salsa found long time stay away variety pack two come worth money
149,B0064KU9HO,AJFIH0DZYJF7T,Lisa Barton,0,0,3,1350345600,Ehhh...,These remind me of dog treats I made once using pumpkin and cinnamon. They're kind of bland and not my favorite Back To Nature product. But my finace really loves them so that's where the three stars come from.,remind dog treat made using pumpkin cinnamon theyre kind bland favorite back nature product finace really love thats three star come
150,B0037ZFEW4,ABTKZKAWOK4DC,huntersgun,3,3,5,1326153600,awesome cornmeal,"This is the best cornmeal. I made regular cornbread and hot water cornbread with this meal and both were outstanding. Also fried some oysters with this meal, it gave them a great texture and flovor.",best cornmeal made regular cornbread hot water cornbread meal outstanding also fried oyster meal gave great texture flovor
151,B00374XSVY,AC567LXSKDNC1,Teeebooo,0,0,5,1341446400,GREAT marinade!,"This is a fabulous marinade!  I love to use it for chicken, either baked in the oven OR on the grill.  This has enough flavor & flair, I've even used it for dinner parties, only to receive rave reviews from my guests!! DEFINITELY worth the price! Super cheap and super easy! Love it!",fabulous marinade love use chicken either baked oven grill enough flavor flair ive even used dinner party receive rave review guest definitely worth price super cheap super easy love
152,B00374XSVY,A2PW7DRW757OL0,Chris,0,0,5,1335052800,Awesome stuff,Works with chicken fish beef or pork. Fast easy and makes it taste excellent. Plus buying in bulk is more than 50% off from box stores,work chicken fish beef pork fast easy make taste excellent plus buying bulk box store
153,B005P0HHGK,AISCBGJRPPZ5G,"KT ""loves to read""",0,0,4,1326585600,tastes good,Got this for my brother who is on Jorge Cruise diet and decided to try one for myself.  It actually tastes pretty good.,got brother jorge cruise diet decided try one actually taste pretty good
154,B002HQAXUW,A17ESTP5T7T1PH,Bumbeda1,1,1,1,1324944000,Rip off Price,"These singles sell for $2.50 - $3.36 at the store for 1 box of 24 singles. I'm not sure why Amazon is selling it for $9.99 for a box of 24 singles.  Hazelnut coffee creamer is my favorite, but truly this is not a good buy.",single sell store box single im sure amazon selling box single hazelnut coffee creamer favorite truly good buy
155,B000SV90J8,A1CY94Z8YWQV12,Karas M. Stewart,1,1,5,1267401600,JELL-O,AWESOME!!! such a yummy flavor I got it as a healthy alternative to the desserts we normally eat and I am so glad that I did there are so many things you can do with Jello desserts and still have them taste good and be good for you. I will definitentally be purchasing this product again the flavor was so wonderful.,awesome yummy flavor got healthy alternative dessert normally eat glad many thing jello dessert still taste good good definitentally purchasing product flavor wonderful
156,B000SV90J8,A3OO3TXDSIJDHY,pianolover,0,0,5,1323648000,Great flavor of Jell-o.,"I went to 4 grocery stores looking for this flavor of Jello for my green tomato jam recipe and finally found it here. This jello is wonderful! Evidently it's only carried in the stores during the summer but with harvest time in the Fall, I couldn't find it anywhere in town. This Jello tastes like watermelon and the jam recipe I made with it takes like watermelon jam! Great made as regular Jello too. Yummy!",went grocery store looking flavor jello green tomato jam recipe finally found jello wonderful evidently carried store summer harvest time fall couldnt find anywhere town jello taste like watermelon jam recipe made take like watermelon jam great made regular jello yummy
157,B0036VM05I,AUIVXYS8E4DEX,Dr. Christopher Lee,1,1,5,1327708800,Great Deal,What a deal this is the healthiest salt you can use.  This box should last our family the year no problem.  Iodized sea salt will not raise your blood pressure as regular salt will.,deal healthiest salt use box last family year problem iodized sea salt raise blood pressure regular salt
158,B0036VM05I,A335SFRERY214N,"D. Melo ""Character Connoisseur""",0,0,5,1349481600,Great tasting sea salt WITH iodine,"Perfect size sea salt for the table or the picnic basket.  We love it. Shakes well, no clumping and flows freely.",perfect size sea salt table picnic basket love shake well clumping flow freely
159,B000ITVLE2,A3NID9D9WMIV01,"Louie Arrighi ""Lou da Joo""",17,19,5,1260057600,tastes very fresh,"<span class=""tiny""> Length:: 0:26 Mins<br /><br /></span>The expiration date is 21 months from the day I bought this product. The tuna, tomato combination is delicious. This is one of the many items I re-order on Amazon every month or so.<br />edit: added a short video, so you see what this combination looks like.<br /><br />I was wearing one of those headlamps, but I didn't do a good job focusing on the tuna.<br />I should film it over, but it doesn't look like many people view this product anyway.",span classtiny length minsbr br spanthe expiration date month day bought product tuna tomato combination delicious one many item reorder amazon every month sobr edit added short video see combination look likebr br wearing one headlamp didnt good job focusing tunabr film doesnt look like many people view product anyway
160,B000ITVLE2,A395S4RA1X7BFB,Pen_Name123,3,3,5,1315872000,Simple but good,I've never heard of the SAFCOL brand before but I was tired of only trying the typical pouches; Starkist and Chicken of the Sea. I was really surprised as I thought it was a bit better than the other brands and with less seasoning.,ive never heard safcol brand tired trying typical pouch starkist chicken sea really surprised thought bit better brand le seasoning
161,B000ITVLE2,ADL44P8Z4A3M5,"A. Goldsmith ""Media Hound""",2,2,5,1323043200,tasty!,"these are the best tasting tuna pack they make in my opinion - make a great on the go snack, and really satisfying with the tomato",best tasting tuna pack make opinion make great go snack really satisfying tomato
162,B000ITVLE2,A1K37I9HWF3SAI,James R. Mckinney,1,1,3,1349222400,Not the greatest tasting..,"I have always purchased Star-Kist tuna but thought I would try this brand for a change of pace. The taste of the tuna was not pleasant, too much basil and other spices for me.",always purchased starkist tuna thought would try brand change pace taste tuna pleasant much basil spice
163,B000ITVLE2,A6Y8N2GHDH0ZO,Matty,0,0,4,1348272000,Not Bad,"I'm not familiar with the Safcol brand but being a tuna addict, gave this a shot. The tuna tastes like it's good quality but I found the tomato basil flavor to be a bit bland. It's better than something plain but it didn't pack the punch I was hoping for. It's still a great option for a low calorie, low fat meal.",im familiar safcol brand tuna addict gave shot tuna taste like good quality found tomato basil flavor bit bland better something plain didnt pack punch hoping still great option low calorie low fat meal
164,B000ITVLE2,A5X6PJANY4XW4,"Tcat Houser ""A Customer""",0,0,5,1348099200,"Right size, taste","I found it much tastier than the plain tuna pouches out there. Excellent quality, and no need to 'dress it up'.<br /><br />I put it the micro on about 20% power for 1 minute and Shazam!<br /><br />I believe a little heating brings out the flavor.",found much tastier plain tuna pouch excellent quality need dress upbr br put micro power minute shazambr br believe little heating brings flavor
165,B000ITVLE2,ARTBQH9WOZTIV,"Billy Wilson ""amzrview""",0,4,1,1269216000,Tasteless but low calorie,Seriously this product was as tasteless as they come. There are much better tasting products out there but at 100 calories its better than a special k bar or cookie snack pack. You just have to season it or combine it with something else to share the flavor.,seriously product tasteless come much better tasting product calorie better special k bar cookie snack pack season combine something else share flavor
166,B003TQQKFQ,A2TUJ3MOKXZVYK,Amy,1,1,5,1338508800,This stuff is sooooo good!,"I read about pomegranate molasses so I had to try it! I haven't made anything with it yet, just eaten a little bit at a time but WOW is it decadent! It's dark, syrupy, sour, and a little sweet. A dab of this and I forget about dessert. It's just a really unique flavor with a pleasing metallic undertone. Yum!! I'm going to try making fesenjan next :-)",read pomegranate molasses try havent made anything yet eaten little bit time wow decadent dark syrupy sour little sweet dab forget dessert really unique flavor pleasing metallic undertone yum im going try making fesenjan next
167,B003TQQKFQ,A2QHQM3HHFUSHG,Catherine Lea,2,3,5,1334102400,Best Stuff Ever,"Used this in Moroccan recipes, as a syrup in a brilliant mixed beverage and as a swirled topping on sliced oranges soaked in orange water.  Wonderful, wonderful stuff!",used moroccan recipe syrup brilliant mixed beverage swirled topping sliced orange soaked orange water wonderful wonderful stuff
168,B007B9J6G2,A34YK0ZTWOR858,NikkiBast,1,1,1,1345420800,Very Low quality,"I don't know how long these sat on the back of a shelf somewhere, but they were so old that they wouldn't cook.  I had to throw half of them out, because the skins were damaged, a clear sign of dried beans past their prime.  I can't even return these or ask for a refund, because food is not returnable.  Will find a different brand to use.  For now, I have about fifty servings of beans to throw away.",dont know long sat back shelf somewhere old wouldnt cook throw half skin damaged clear sign dried bean past prime cant even return ask refund food returnable find different brand use fifty serving bean throw away
169,B0064KO0BU,A34D61RQILOKIJ,TampaBayGal,1,1,1,1350086400,Not Banana Runts,"Besides being smaller than runts, they look the same and have the same consistency.  Unfortunately, they taste nothing like banana runts...nor do they even taste good.  Yucky stuff.  Trying to return with vendor.",besides smaller runt look consistency unfortunately taste nothing like banana runtsnor even taste good yucky stuff trying return vendor
170,B0064KO0BU,AAV3AEI6YSYA2,sue,0,0,3,1345766400,Banana Heads Not Banana Runts,"The item over all was fine, but the Banana Heads are not just like Banana Runts they are alot smaller. Also when I received the item, the packaging was not great. The Banana Heads had come open during shipping and were all over the packing envelope.",item fine banana head like banana runt alot smaller also received item packaging great banana head come open shipping packing envelope
171,B0064KO0BU,A104Y49ZQ4CYJ2,"H. Adams ""hollya""",0,0,5,1344816000,Worked great!,"I purchased as a giveaway for a baby shower with Jungle theme! They worked out perfect for 25 small bags of candy. I purchased 5#. If you want more than 25 small bags, I would purchase a larger bag.",purchased giveaway baby shower jungle theme worked perfect small bag candy purchased want small bag would purchase larger bag
172,B001IUKD76,A2KVCXTQVN18KI,"A. Martin ""tony_fourbu""",3,3,5,1283299200,Ricore forever,"I have drunk Ricore since my mother allowed be to drink caffeine. I love this stuff in milk.<br />It's much smoother and tastier than instant coffee with milk. I am French and live in the US,<br />and bring back boxes of Ricore at every opportunity. Savora is another hidden gem you can bring<br />back. Check it out.",drunk ricore since mother allowed drink caffeine love stuff milkbr much smoother tastier instant coffee milk french live usbr bring back box ricore every opportunity savora another hidden gem bringbr back check
173,B001IUKD76,A2K8UBI64T0BM8,A. Carriglio,3,3,5,1262131200,Delicious!,"I first had this drink when my mother brought it back with her from a visit to her home in Brittany France and thought it was delicious!  I wish it were a bit cheaper but other than that, I love this product!",first drink mother brought back visit home brittany france thought delicious wish bit cheaper love product
174,B0081XN2HQ,A3HUV0ZQPXO3V7,Pink Dandy Chatter,0,0,5,1344902400,"Fluffy, Soft, Delicious and Sugary Sweet","I couldn't wait to try the 8&#8243; Cinnamon Coffee Cake because it is made with fresh eggs, creamy sour cream, Madagascar Bourbon Vanilla and is topped and filled with cinnamon streusel. This 8&#8243; Cinnamon Coffee Cake is available online for only $18.95. Now, I have had my fair share of cinnamon coffee cakes, but, let me just tell you that the FantasiCakes Cinnamon Coffee Cake really ""takes the cake"" with size, price, quality and taste.<br />The cake arrived very fast and was carefully packaged so that it arrived in almost perfect condition. It also comes with a large tub of white icing that you can drizzle over the top, before serving. I couldn't believe how large the size was and it actually fed my family of 5 for us to enjoy during breakfast, for three days. The cake itself is thick and almost has a solid but sponge cake type consistency that is really moist and very filling. The flavors are to die for with the sticky cinnamon outside and sweet cinnamon and vanilla swirled throughout the inside of the cake. The icing really tops it off beautifully and gives it that moist and sticky sweet flavor. Pair the cake with your morning coffee and you've got the perfect breakfast treat!",couldnt wait try cinnamon coffee cake made fresh egg creamy sour cream madagascar bourbon vanilla topped filled cinnamon streusel cinnamon coffee cake available online fair share cinnamon coffee cake let tell fantasicakes cinnamon coffee cake really take cake size price quality tastebr cake arrived fast carefully packaged arrived almost perfect condition also come large tub white icing drizzle top serving couldnt believe large size actually fed family u enjoy breakfast three day cake thick almost solid sponge cake type consistency really moist filling flavor die sticky cinnamon outside sweet cinnamon vanilla swirled throughout inside cake icing really top beautifully give moist sticky sweet flavor pair cake morning coffee youve got perfect breakfast treat
175,B0025VRCJY,A3PPOTV6659ATF,Jerald,5,6,4,1280793600,Great but not as good as it was back in the day as a teen,I used to love these growing up and stopped drinking water and lemon juice from this brand about 5-6 years ago. This stuff used to be so strong i used to just pour some in my mouth and get that alive feeling going. It feels like the product went through changes which added more water or something to make it not so strong. The stronger it is the less you use as well. The product is still really good but the taste is the same quality as the cheaper brand names almost. I thought  these would go fast but hey all lemon stuff i love unless it goes bad. This is a good product just wish it still had that hit me in the mouth chug sensation it used to be like.,used love growing stopped drinking water lemon juice brand year ago stuff used strong used pour mouth get alive feeling going feel like product went change added water something make strong stronger le use well product still really good taste quality cheaper brand name almost thought would go fast hey lemon stuff love unless go bad good product wish still hit mouth chug sensation used like
176,B0025VRCJY,A2VYRRDJN2UKWB,"Dario Quinonez ""aprilkid""",1,1,5,1299974400,EXCELLENT LEMON JUICE,"One of the best lemon juice that I have tried. I am recurring customer due to the high quality of this product. When the season for fresh lemos is out, this one supplement our need for the citrus on the kitchen or refreshments.<br /><br />I will continue buying it.",one best lemon juice tried recurring customer due high quality product season fresh lemos one supplement need citrus kitchen refreshmentsbr br continue buying
177,B0025VRCJY,A2ACUGNVT36JYX,Lyannah,0,0,5,1325203200,Great Product,This lemon juice is a must in my kitchen year-round. It has a powerful flavor and you don't need much of it to zest up a dish. I add a spritz of it to my water nearly every day.<br /><br />I will buy this product again and again.,lemon juice must kitchen yearround powerful flavor dont need much zest dish add spritz water nearly every daybr br buy product
178,B0025VRCJY,A3F8JQ5J29GWUV,qv240,0,0,5,1315526400,Handy,"Fast delivery and good product. This is the same lemon juice concentrate you can find in stores and it's really handy to have around to add to sauces, dressings, etc. Such a pain to squeeze fresh juice everytime you need it, nevermind having the lemons on hand to begin with.",fast delivery good product lemon juice concentrate find store really handy around add sauce dressing etc pain squeeze fresh juice everytime need nevermind lemon hand begin
179,B0025VRCJY,A3L9ZT7SRJYLVH,"JDTexan ""JDTexan""",0,2,4,1293926400,ReaLemon Juice from Amazon.,"This is not as good as the Frozen Lemon juice, but it is good. It has a slightly odd flavor, perhaps from a preservative. Sure wish I could order the frozen juice!",good frozen lemon juice good slightly odd flavor perhaps preservative sure wish could order frozen juice
180,B005CJVVJ8,A3O8ZE8BHREE0W,Tom Falcon,8,8,4,1314316800,"relaxing, almost like something you smoke","Couldn't believe it when told how relaxing this beverage was. Seriously, drink it only if you are getting ready for a nap or bedtime. If you have plans to drive or perform any other activity not recommended.<br /><br />I feel my arms and legs almost tingle with relaxation. After a short time my eyes start to get droopy and I am in another place.<br /><br />Love this stuff.",couldnt believe told relaxing beverage seriously drink getting ready nap bedtime plan drive perform activity recommendedbr br feel arm leg almost tingle relaxation short time eye start get droopy another placebr br love stuff
181,B005CJVVJ8,A3BSTFFIKK5YTW,"BOATS99 ""BOATS99""",6,6,4,1327968000,Never paid that much !,I bought these at Grocery Outlet here in the Seattle Tacoma are for $4.00 a case of tweleve not paying $38.00 Yes 3 for a dollar. I like the taste not great but not bad either low calorie will buy more but not at this whacked out price.,bought grocery outlet seattle tacoma case tweleve paying yes dollar like taste great bad either low calorie buy whacked price
182,B005CJVVJ8,A3F44FUPG97AA9,Monie,1,1,5,1339545600,Marley's Mellow Mood Lite - Half Tea Half Lemonade,"This is an great product. The taste is great, and it works exactly as described. Superb natural sleep aid. AMAZING!",great product taste great work exactly described superb natural sleep aid amazing
183,B005CJVVJ8,A1AL946PZ24084,Melinda K. Sanders,0,0,3,1334707200,Great product to help you sleep,"WE have been looking for ""natural"" ways to help us sleep since we always seem to be overloaded with stress and a busy schedule. Yes, we'd probably be better served taking a yoga class, but this is a good second choice. This helps you fall asleep and stay asleep. I drank half the first night and that was plenty for me. After about 30 minutes, I was ready for bed! I woke up refreshed and with no sleepy-drug hangover, so that is a huge bonus.<br /><br />I gave the product 3 stars (instead of the 5 it deserves) as their packing job was marginal at best. The product arrived with 2 broken bottles, which at this price is a $6 loss! The bottles are glass and all they did was wrap one layer of the small-bubbled bubble wrap around the case and placed it in a larger box with extra room to move around in that box. Big packing fail, but the product is awesome.",looking natural way help u sleep since always seem overloaded stress busy schedule yes wed probably better served taking yoga class good second choice help fall asleep stay asleep drank half first night plenty minute ready bed woke refreshed sleepydrug hangover huge bonusbr br gave product star instead deserves packing job marginal best product arrived broken bottle price loss bottle glass wrap one layer smallbubbled bubble wrap around case placed larger box extra room move around box big packing fail product awesome
184,B001KUUNP6,A262Z0S6PT9U16,Lee Thombley,3,3,5,1292716800,Perfect for gluten-free chocolate chip cookies,"We made chocolate chip cookies with BRM Garbanzo Bean Flour and the results were fantastic!  The brown sugar and chocolate mask any bean taste that other reviews have mentioned.  Our friends couldn't discern any difference from classic CCCs.  The texture, body, and elasticity (meaning reduced tendency to fall apart that occurs with most other gluten-free flours) is nice and chewy -- the same as CCCs made with regular flour.  And an added bonus -- the high protein and fiber level (I calculate 2-3 g fiber/cookie) fills you up so that you are satisfied with smaller servings and the glycemic index is significantly lower.<br /><br />I highly recommend this flour even if CCCs are the only thing you make with it.",made chocolate chip cooky brm garbanzo bean flour result fantastic brown sugar chocolate mask bean taste review mentioned friend couldnt discern difference classic cccs texture body elasticity meaning reduced tendency fall apart occurs glutenfree flour nice chewy cccs made regular flour added bonus high protein fiber level calculate g fibercookie fill satisfied smaller serving glycemic index significantly lowerbr br highly recommend flour even cccs thing make
185,B001KUUNP6,A317BY3IPZ83MJ,"James G. Colet ""psychocarp""",3,3,5,1235520000,Garbonzo  Bean Flour,This  is great stuff.  Made some really tasty banana bread.  Good quality and lowest price in town.,great stuff made really tasty banana bread good quality lowest price town
186,B001KUUNP6,A18VJ0WOQAIZYD,Ean Behr,0,0,5,1337299200,yum falafel,"We had trouble finding this locally - delivery was fast, no more hunting up and down the flour aisle at our local grocery stores.",trouble finding locally delivery fast hunting flour aisle local grocery store
187,B000NY8ODS,A1IU7S4HCK1XK0,Joanna Daneman,2,2,5,1333843200,"Make a fresh fruit tart, light and beautiful","This packet of glaze is the secret to making those European style fresh fruit tarts. I am about to make one for a pie auction at church, after a friend requested that something ""strawberry"" should be offered. You can make the most amazing and relatively ""healthy"" fruit tarts by baking a base, layering it with uncooked, fresh, sliced fruit, then pouring over the made-up contents of one of these packets. They harden up at room temperature, hold the fruit together so you can slice the tart, and they let the beauty of the arranged fruit show through. I've also seen this glaze used over cheesecakes, to hold a fruit topping in place. Personally, I do not like cheesecake (too rich for me) but a fruit glazed cheesecake is gorgeous, I will admit. To do this, slice fruit and layer it on the cheesecake while it's still in the springform pan. Pour on the glaze, let it set up and then remove the springform. You'll have a clear layer of fruit on top of the cheesecake. Cherries, strawberries or sliced mangos are nice, but the best one I ever had used thin slices of lemons, that had been gently poached in sugar syrup before they were layered on the cake.<br /><br />I use a base of sponge cake, baked in a shallow form, but other bases can be pate sucre  (a kind of French pastry that is a bit like a sugar cookie) that works well in those fluted, straight-sided forms. You can also make mini-tarts in a muffin pan, pre-baking each mold with a layer of pie crust (even commercial crust works, though again, I prefer pate sucre, it holds its shape better and is more substantial and has a better crumb.) Just blind-bake the muffin tins lined with pate, then pop them out and fill with fresh fruits (berries are great) and pour over the glaze. Some people put a layer of creme patisserie, which is a pastry cream like custard but stabilized with flour,  below the fruit and I happen to think these taste best.<br /><br />If you get into baking, this glaze is a must-have on the shelf. The ingredients are vegan: tapioca starch, carrageenan, dextrose, cream of tartar, locust bean gum, so if you are looking to make a vegan tofu cheesecake, you can use this on top, as well as use it for fruit tarts with a nut crust base.",packet glaze secret making european style fresh fruit tart make one pie auction church friend requested something strawberry offered make amazing relatively healthy fruit tart baking base layering uncooked fresh sliced fruit pouring madeup content one packet harden room temperature hold fruit together slice tart let beauty arranged fruit show ive also seen glaze used cheesecake hold fruit topping place personally like cheesecake rich fruit glazed cheesecake gorgeous admit slice fruit layer cheesecake still springform pan pour glaze let set remove springform youll clear layer fruit top cheesecake cherry strawberry sliced mango nice best one ever used thin slice lemon gently poached sugar syrup layered cakebr br use base sponge cake baked shallow form base pate sucre kind french pastry bit like sugar cookie work well fluted straightsided form also make minitarts muffin pan prebaking mold layer pie crust even commercial crust work though prefer pate sucre hold shape better substantial better crumb blindbake muffin tin lined pate pop fill fresh fruit berry great pour glaze people put layer creme patisserie pastry cream like custard stabilized flour fruit happen think taste bestbr br get baking glaze musthave shelf ingredient vegan tapioca starch carrageenan dextrose cream tartar locust bean gum looking make vegan tofu cheesecake use top well use fruit tart nut crust base
188,B00029XIZI,A2S72TUJDQUBMH,Nadia,0,0,5,1236124800,Miracle,"My Scotties were full of hot spots and when I used this within a week all the hot spots were gone. The smell is kinda strong, but not bad. It's tolerablel.",scottie full hot spot used within week hot spot gone smell kinda strong bad tolerablel
189,B004V6AH34,ATX44LVZL5JFV,Silvy,1,1,4,1314403200,not bad for instant healthy coffee,"I bought this coffee because its much cheaper than the ganocafe and has the organic reishi mushroom as well as other healthy antioxidants.  I didn't expect it to taste good, but it actually does!  I've only had it for a few days and for $5 its totally worth it.  My sisters all take ganocafe but now I'm introducing them to this less expensive similar coffee.  I will follow up on this product in a few weeks.  :)",bought coffee much cheaper ganocafe organic reishi mushroom well healthy antioxidant didnt expect taste good actually ive day totally worth sister take ganocafe im introducing le expensive similar coffee follow product week
190,B004V6AH34,A3AFVGFX175F9N,Gift Card Recipient,0,0,3,1340582400,It's ok,"The coffee is very finely processed and the flavor is just alright.  Nescafe and Mount Hagen are better - I bought this to try something other than these two, but I probably won't get this again.  There is just a slight ""vitaminy"" taste, but it's not overwhelming.  It's also a bit pricey for what you get.",coffee finely processed flavor alright nescafe mount hagen better bought try something two probably wont get slight vitaminy taste overwhelming also bit pricey get
191,B004V6AH34,AXAJ1GHE97YE2,"Jasmin Song ""Jasmin Song""",0,0,5,1339027200,I love it!,"This coffee is great because it's all organic ingredients!  No pesticides to worry about, plus it tastes good, and you have the healing effects for ganoderma.",coffee great organic ingredient pesticide worry plus taste good healing effect ganoderma
192,B004V6AH34,A3POAWC2JPQQQP,me,0,0,5,1338249600,great taste and has health benefits!,"Like the other people mentioned, this coffee has a great taste. I've tried different instant coffees before, but this one is one of the better ones. Another one of my favorites, if you want to try it out (though NOT organic), is 'Africafe pure instant coffee'",like people mentioned coffee great taste ive tried different instant coffee one one better one another one favorite want try though organic africafe pure instant coffee
